BARANGAY,CRIME_TYPE,YEAR,MONTH
MARILOG,CYBER LIBEL,2024,7
CALINAN (POB.),RA 10175 VIOLATION,2024,12
 FATIMA (BENOWANG)  ,CYBER LIBEL,2024,5
SASA,SWINDLING/ESTAFA (ONLINE),2024, 7 
BARANGAY 23-C,RA 10175 VIOLATION,2024,10
TORIL (POB.),CYBER LIBEL,2024, 11 
MALAGOS,COMPUTER-RELATED FRAUD,2024,2
RIVERSIDE,RA 10175 VIOLATION,2024, 9 
BARANGAY 26-C,RA 10175 VIOLATION,2024,11
VICENTE HIZON SR.,SWINDLING/ESTAFA (ONLINE),2024,1
"BARANGAY 8-A (POB.) (BRGY UNDER ps 14, DCPO)",RA 10175 VIOLATION, 2024 ,7
WANGAN,cyber libel,2024,10
BUDA,SWINDLING/ESTAFA (ONLINE),2024,4
BAGANIHAN,SWINDLING/ESTAFA (ONLINE),2024,9
"BALIOK (BRGY IS NOW UNDER PS 17, DCPO)",CYBER LIBEL,2024,6
"CENTRO (SAN JUAN) (BRGY IS NOW UNDER PS 18, DCPO)",RA 10175 VIOLATION, 2024 ,1
BARANGAY 14-B,RA 10175 VIOLATION,2024,9
TAPAK,COMPUTER-RELATED FRAUD,2024,10
SALOY,SWINDLING/ESTAFA (ONLINE),2024,8
BARANGAY 26-C,COMPUTER-RELATED FRAUD,2024,3
MABUHAY,SWINDLING/ESTAFA (ONLINE),2024,4
LIZADA,COMPUTER-RELATED FRAUD,2024,6
BARANGAY 27-C,SWINDLING/ESTAFA (ONLINE),2024,7
BARANGAY 13-B,COMPUTER-RELATED FRAUD,2024,3
BANTOL,RA 10175 VIOLATION,2024,3
LASANG,ONLINE DOCUMENT FALSIFICATION,2024,5
"MAA (BRGY IS NOW UNDER ps 16, DCPO)",ONLINE DOCUMENT FALSIFICATION,2024,10
NEW VALENCIA,RA 10175 VIOLATION,2024,6
EDEN,RA 9995 (PHOTO/VIDEO VOYEURISM),2024,12
74-A (MATINA CROSSING),COMPUTER-RELATED FRAUD,2024,5
LIZADA,SWINDLING/ESTAFA (ONLINE),2024,2
"MATINA APLAYA (BRGY UNDER PS 15, DCPO)",RA 10175 VIOLATION,2024,7
SUBASTA,COMPUTER-RELATED FRAUD,2024,12
TALOMO RIVER,SWINDLING/ESTAFA (ONLINE),2024,2
 MAPI-ILA  ,RA 10175 VIOLATION,2024,11
BUDA,CYBER LIBEL,2024,6
" BARANGAY 19-B (POB.) (BRGY UNDER ps 14, DCPO)  ",RA 9995 (PHOTO/VIDEO VOYEURISM),2024,11
TAMUGAN,RA 10175 VIOLATION,2024,11
WINES,CYBER LIBEL,2024, 7 
"CATIGAN (BRGY IS NOW UNDER ps 19, DCPO)",SWINDLING/ESTAFA (ONLINE),2025,4
PANACAN,RA 9995 (PHOTO/VIDEO VOYEURISM),2025,6
BINUGAO,computer-related fraud,2025,4
MAGSAYSAY,COMPUTER-RELATED FRAUD,2025,2
"BAGO GALLERA (BRGY IS NOW UNDER PS 17, DCPO)",CYBER LIBEL,2025,11
 BAO JOAQUIN  ,CYBER LIBEL, 2025 ,10
TAPAK,SWINDLING/ESTAFA (ONLINE),2025,10
TALOMO (POB.),CYBER LIBEL,2025,12
BAGUIO PROPER,CYBER LIBEL,2025,3
"BARANGAY 19-B (POB.) (BRGY UNDER ps 14, DCPO)",RA 10175 VIOLATION,2025,6
"BARANGAY 10-A (BRGY UNDER ps 14, DCPO)",SWINDLING/ESTAFA (ONLINE), 2025 , 8 
PAMPANGA,CYBER LIBEL,2025,12
BARANGAY 5-A (POB.),ONLINE DOCUMENT FALSIFICATION,2025,7
40-D BOLTON ISLA,SWINDLING/ESTAFA (ONLINE),2025,10
MAPI-ILA,SWINDLING/ESTAFA (ONLINE),2025,4
"BAO ESCUELA (BRGY IS NOW UNDER PS 20, DCPO)",SWINDLING/ESTAFA (ONLINE),2025,2
CAWAYAN,Cyber Libel,2025,4
 BUDA  ,SWINDLING/ESTAFA (ONLINE),2025,4
BUNAWAN (POB.),SWINDLING/ESTAFA (ONLINE),2025,5
" BAGO APLAYA (BRGY IS NOW UNDER PS 17, DCPO)  ",COMPUTER-RELATED FRAUD,2025,6
TACUNAN,RA 9995 (PHOTO/VIDEO VOYEURISM),2025,9
CARMEN,CYBER LIBEL,2025, 5 
"TOMAS MONTEVERDE, SR. (BRGY IS NOW UNDER PS 18, DCPO)",RA 10175 VIOLATION,2025,10
PANALUM,COMPUTER-RELATED FRAUD,2025,9
ILANG,COMPUTER-RELATED FRAUD,2025,11
"TALANDANG (BRGY IS NOW UNDER PS 20, DCPO)",RA 9995 (PHOTO/VIDEO VOYEURISM),2025,8
BARANGAY 27-C,RA 9995 (PHOTO/VIDEO VOYEURISM),2025,2
76-A (BUCANA),SWINDLING/ESTAFA (ONLINE),2025,12
MULIG,SWINDLING/ESTAFA (ONLINE),2025,2
BARANGAY 13-B,SWINDLING/ESTAFA (ONLINE), 2025 ,7
LAMANAN,SWINDLING/ESTAFA (ONLINE),2025,6
"SAN ANTONIO (BRGY IS NOW UNDER PS 18, DCPO)",RA 10175 VIOLATION,2025,9
TIGATTO,ONLINE DOCUMENT FALSIFICATION,2025, 4 
BUDA,SWINDLING/ESTAFA (ONLINE),2025,5
TAMAYONG,ra 10175 violation,2025,8
"AQUINO (BRGY IS NOW UNDER PS 18, DCPO)",CYBER LIBEL,2025,12
LASANG,CYBER LIBEL,2025,4
BAGUIO PROPER,CYBER LIBEL,2025,8
"LAPU-LAPU(BRGY IS NOW UNDER PS 18, DCPO)",RA 10175 VIOLATION,2025,11
 BUNAWAN (POB.)  ,CYBER LIBEL,2025,4
"SAN ANTONIO (BRGY IS NOW UNDER PS 18, DCPO)",SWINDLING/ESTAFA (ONLINE),2025,8
MABUHAY,COMPUTER-RELATED FRAUD,2025,7
MULIG,CYBER LIBEL,2025,10
"DUMOY (BRGY IS NOW UNDER PS 17, DCPO)",COMPUTER-RELATED FRAUD,2025,5
74-A (MATINA CROSSING),cyber libel,2025,4
PANALUM,Computer-Related Fraud,2025,3
ILANG,RA 10175 VIOLATION,2025,11
"AGDAO PROPER (BRGY IS NOW UNDER PS 18, DCPO)",SWINDLING/ESTAFA (ONLINE),2025, 5 
WINES,ONLINE DOCUMENT FALSIFICATION,2025,5
40-D BOLTON ISLA,CYBER LIBEL,2025,8
BANGKAS HEIGHTS,RA 10175 VIOLATION,2025,9
"MAA (BRGY IS NOW UNDER ps 16, DCPO)",SWINDLING/ESTAFA (ONLINE),2025,6
"TIBULOY (BRGY IS NOW UNDER PS 19, DCPO)",CYBER LIBEL,2025,4
GUMALANG,SWINDLING/ESTAFA (ONLINE),2025,5
BARANGAY 37-D,CYBER LIBEL,2025,12
FATIMA (BENOWANG),SWINDLING/ESTAFA (ONLINE),2025,7
BARANGAY 18-B,CYBER LIBEL,2025,3
 MAHAYAG  ,RA 10175 VIOLATION, 2025 , 11 
"BARANGAY 19-B (POB.) (BRGY UNDER ps 14, DCPO)",swindling/estafa (online),2025,1
PANACAN,SWINDLING/ESTAFA (ONLINE),2025,4
"MATINA APLAYA (BRGY UNDER PS 15, DCPO)",CYBER LIBEL,2025,9
TAMBOBONG,RA 9995 (PHOTO/VIDEO VOYEURISM),2025,4
TAMUGAN,RA 10175 VIOLATION,2025,11
"MAGTUOD (BRGY IS NOW UNDER ps 16, DCPO)",SWINDLING/ESTAFA (ONLINE),2025,11
BARANGAY 3-A (POB.),SWINDLING/ESTAFA (ONLINE),2025,12
"WAAN (BRGY UNDER ps 13, DCPO)",SWINDLING/ESTAFA (ONLINE),2025,3
 BARANGAY 38-D (OB.)  ,SWINDLING/ESTAFA (ONLINE),2025,11
BARANGAY 14-B,CYBER LIBEL,2025,3
"BAO ESCUELA (BRGY IS NOW UNDER PS 20, DCPO)",RA 9995 (PHOTO/VIDEO VOYEURISM),2025,4
 BAYABAS  ,CYBER LIBEL,2025,5
SAN ISIDRO,RAPE,2023,1
"MANDUG (BRGY UNDER PS 13, DCPO)",rape,2021,1
BARANGAY 37-D,RAPE, 2021 , 4 
SALAPAWAN,MURDER,2023,8
SAN ISIDRO,CARNAPPING_MC,2022,7
SUAWAN (TULI),RAPE,2022,4
FATIMA (BENOWANG),SWINDLING/ESTAFA (ONLINE),2025,7
BARANGAY 39-D (POB.),RAPE,2022,5
"BAGO APLAYA (BRGY IS NOW UNDER PS 17, DCPO)",ROBBERY,2024,10
MALAGOS,ROBBERY,2021,2
"TALANDANG (BRGY IS NOW UNDER PS 20, DCPO)",rape,2025,9
"BAGO APLAYA (BRGY IS NOW UNDER PS 17, DCPO)",THEFT,2021,6
WINES,THEFT,2022,12
TAPAK,theft,2024,10
"SAN ANTONIO (BRGY IS NOW UNDER PS 18, DCPO)",ONLINE DOCUMENT FALSIFICATION,2023,9
"ACACIA (BRGY UNDER PS 13, DCPO)",THEFT,2025,2
LACSON,RAPE,2021,10
"TOMAS MONTEVERDE, SR. (BRGY IS NOW UNDER PS 18, DCPO)",PHYSICAL INJURIES,2022,10
DALIAO,MURDER,2023,10
 BARANGAY 3-A (POB.)  ,ROBBERY,2024,12
