GU,Date,offense,Count
MULIG,2023-02-01,THEFT,23
BARANGAY 39-D,2023-02-01,HOMICIDE,9
SALAPAWAN,2023-02-01,ILLEGAL POSSESSION OF FIREARMS,17
BAGO APLAYA,2023-02-01,PHYSICAL INJURY,19
CATIGAN,2023-02-01,ILLEGAL POSSESSION OF FIREARMS,14
LOS AMIGOS,2023-02-01,IDENTITY THEFT,11
CATALUNAN GRANDE,2023-02-01,HOMICIDE,19
LAPU-LAPU,2023-02-01,BURGLARY,4
MULIG,2023-02-01,BURGLARY,24
LACSON,2023-02-01,CYBER LIBEL,21
PAQUIBATO,2023-02-01,ROBBERY,22
BARANGAY 39-D,2023-02-01,CYBER LIBEL,10
BARANGAY 27-C,2023-02-01,VANDALISM,14
TUGBOK,2023-02-01,CHILD ABUSE,2
MAGTUOD,2023-02-01,ROBBERY,15
BARANGAY 10-A,2023-02-01,MURDER,7
BARANGAY 18-B,2023-02-01,CYBER LIBEL,19
CARMEN,2023-02-01,CARNAPPING,8
BARANGAY 26-C,2023-02-01,ILLEGAL POSSESSION OF FIREARMS,18
BAGO APLAYA,2023-02-01,VANDALISM,14
SALOY,2023-02-01,HACKING,21
CALINAN,2023-02-01,MURDER,1
AQUINO,2023-02-01,PHYSICAL INJURY,14
BARANGAY 10-A,2023-02-01,BURGLARY,23
MALAGOS,2023-02-01,CYBER LIBEL,5
BARANGAY 13-B,2023-02-01,IDENTITY THEFT,9
BARANGAY 20-B,2023-02-01,HACKING,12
TALANDANG,2023-02-01,ILLEGAL GAMBLING,7
ULAS,2023-02-01,DRUG-RELATED,8
MULIG,2023-02-01,IDENTITY THEFT,21
CATALUNAN GRANDE,2023-02-01,THEFT,10
MATINA PANGI,2023-02-01,PHYSICAL INJURY,7
ACACIA,2023-02-01,MURDER,6
PANACAN,2023-02-01,ILLEGAL GAMBLING,12
TALOMO,2023-02-01,ROBBERY,3
LACSON,2023-02-01,PHYSICAL INJURY,24
CABANTIAN,2023-02-01,CYBER LIBEL,20
BARANGAY 38-D,2023-02-01,CYBER LIBEL,15
SASA,2023-02-01,MURDER,5
PANACAN,2023-02-01,VANDALISM,23
SALAPAWAN,2023-03-01,ONLINE SCAM,19
WANGAN,2023-03-01,VANDALISM,3
GUMALANG,2023-03-01,ILLEGAL POSSESSION OF FIREARMS,24
CABANTIAN,2023-03-01,HOMICIDE,21
DALIAO,2023-03-01,MURDER,18
CENTRO SAN JUAN,2023-03-01,BURGLARY,1
BARANGAY 22-C,2023-03-01,ROBBERY,9
CENTRO SAN JUAN,2023-03-01,MURDER,22
SALAPAWAN,2023-03-01,ONLINE SCAM,11
BARANGAY 14-B,2023-03-01,PHYSICAL INJURY,9
74-A MATINA CROSSING,2023-03-01,ONLINE SCAM,2
CAWAYAN,2023-03-01,ILLEGAL GAMBLING,19
PANALUM,2023-03-01,ROBBERY,16
ALAMBRE,2023-03-01,BURGLARY,22
LUBOGAN,2023-03-01,HOMICIDE,8
MARILOG,2023-03-01,ILLEGAL GAMBLING,1
SAN ISIDRO,2023-03-01,RAPE,19
BARANGAY 10-A,2023-03-01,THEFT,20
TACUNAN,2023-03-01,PHYSICAL INJURY,10
ULAS,2023-03-01,DRUG-RELATED,17
DALIAO,2023-03-01,CYBER LIBEL,7
TALANDANG,2023-03-01,BURGLARY,12
ANGALAN,2023-03-01,CHILD ABUSE,13
BAGO APLAYA,2023-03-01,THEFT,17
RIVERSIDE,2023-03-01,CARNAPPING,23
MANDUG,2023-03-01,BURGLARY,21
TAMBOBONG,2023-03-01,PHYSICAL INJURY,7
74-A MATINA CROSSING,2023-03-01,ROBBERY,6
LASANG,2023-03-01,CYBER LIBEL,15
SUBASTA,2023-03-01,ONLINE SCAM,9
MANDUG,2023-03-01,DRUG-RELATED,7
MAA,2023-03-01,HACKING,18
MARILOG,2023-03-01,CHILD ABUSE,13
EDEN,2023-03-01,ILLEGAL POSSESSION OF FIREARMS,19
ALFONSO ANGLIONGTO SR,2023-03-01,MURDER,5
GUMITAN,2023-03-01,CHILD ABUSE,10
SAN ISIDRO,2023-03-01,IDENTITY THEFT,23
BALIOK,2023-03-01,ILLEGAL GAMBLING,24
SIRIB,2023-03-01,HOMICIDE,14
GUMALANG,2023-03-01,CHILD ABUSE,21
MALAGOS,2023-03-01,BURGLARY,1
COMMUNAL,2023-03-01,BURGLARY,10
BARANGAY 14-B,2023-03-01,THEFT,14
MABUHAY,2023-03-01,IDENTITY THEFT,21
BARANGAY 17-B,2023-03-01,ONLINE SCAM,9
TACUNAN,2023-03-01,MURDER,12
BALIOK,2023-03-01,PHYSICAL INJURY,5
GUMITAN,2023-03-01,MURDER,24
CATALUNAN GRANDE,2023-03-01,HOMICIDE,24
MANDUG,2023-03-01,MURDER,8
CALINAN,2023-03-01,THEFT,5
TUNGKALAN,2023-03-01,CYBER LIBEL,23
WANGAN,2023-03-01,ILLEGAL GAMBLING,4
TAMUGAN,2023-03-01,HACKING,21
PAMPANGA,2023-03-01,CARNAPPING,8
SIRIB,2023-03-01,BURGLARY,18
ALAMBRE,2023-03-01,DRUG-RELATED,17
BARANGAY 5-A,2023-03-01,CHILD ABUSE,19
BARANGAY 23-C,2023-03-01,CHILD ABUSE,21
ULAS,2023-03-01,DRUG-RELATED,3
LOS AMIGOS,2023-03-01,CHILD ABUSE,18
BALENGAENG,2023-03-01,HACKING,4
ALFONSO ANGLIONGTO SR,2023-03-01,HACKING,22
TUNGKALAN,2023-03-01,RAPE,13
SASA,2023-03-01,VANDALISM,23
MARILOG,2023-03-01,CARNAPPING,15
CARMEN,2023-03-01,MURDER,23
MARILOG,2023-03-01,RAPE,12
MANDUG,2023-03-01,IDENTITY THEFT,3
LASANG,2023-03-01,MURDER,6
LOS AMIGOS,2023-04-01,HACKING,8
TAPAK,2023-04-01,CARNAPPING,15
CARMEN,2023-04-01,HACKING,23
RIVERSIDE,2023-04-01,ROBBERY,22
GUMITAN,2023-04-01,PHYSICAL INJURY,22
MABUHAY,2023-04-01,RAPE,1
BARANGAY 17-B,2023-04-01,HOMICIDE,13
TIBULOY,2023-04-01,CHILD ABUSE,23
SAN ISIDRO,2023-04-01,ILLEGAL GAMBLING,20
GUMALANG,2023-04-01,BURGLARY,1
BAO ESCUELA,2023-04-01,CYBER LIBEL,17
BARANGAY 32-D,2023-04-01,ONLINE SCAM,17
SALAPAWAN,2023-04-01,THEFT,21
TALOMO RIVER,2023-04-01,ROBBERY,24
TORIL,2023-04-01,ONLINE SCAM,22
BARANGAY 38-D,2023-04-01,IDENTITY THEFT,1
MATINA PANGI,2023-04-01,THEFT,12
TIGATTO,2023-04-01,IDENTITY THEFT,18
TALOMO RIVER,2023-04-01,DRUG-RELATED,12
MAGSAYSAY,2023-04-01,ROBBERY,2
LOS AMIGOS,2023-04-01,RAPE,24
ULAS,2023-04-01,ILLEGAL GAMBLING,3
CALINAN,2023-04-01,MURDER,5
SUBASTA,2023-04-01,CARNAPPING,24
76-A BUCANA,2023-04-01,RAPE,20
PAMPANGA,2023-04-01,THEFT,10
MAGSAYSAY,2023-04-01,THEFT,19
BARANGAY 32-D,2023-04-01,ILLEGAL POSSESSION OF FIREARMS,13
BANTOL,2023-04-01,HOMICIDE,15
LAMANAN,2023-04-01,RAPE,22
RIVERSIDE,2023-04-01,VANDALISM,11
TUGBOK,2023-04-01,CYBER LIBEL,8
BARANGAY 26-C,2023-04-01,HACKING,23
MINTAL,2023-04-01,HOMICIDE,7
TACUNAN,2023-04-01,ILLEGAL POSSESSION OF FIREARMS,11
TUNGKALAN,2023-04-01,IDENTITY THEFT,5
SANTO NINO,2023-04-01,MURDER,9
WANGAN,2023-04-01,ILLEGAL POSSESSION OF FIREARMS,23
BARANGAY 22-C,2023-04-01,PHYSICAL INJURY,20
LASANG,2023-04-01,IDENTITY THEFT,18
EDEN,2023-04-01,MURDER,11
MAGTUOD,2023-04-01,HOMICIDE,16
DUTERTE,2023-04-01,ILLEGAL POSSESSION OF FIREARMS,1
WINES,2023-04-01,CARNAPPING,19
ALAMBRE,2023-04-01,RAPE,13
BINUGAO,2023-04-01,DRUG-RELATED,12
BARANGAY 32-D,2023-04-01,CYBER LIBEL,1
NEW VALENCIA,2023-04-01,IDENTITY THEFT,13
MAGSAYSAY,2023-04-01,HOMICIDE,22
LOS AMIGOS,2023-04-01,CHILD ABUSE,24
BARANGAY 13-B,2023-04-01,VANDALISM,23
WAAN,2023-04-01,CHILD ABUSE,24
TAMUGAN,2023-04-01,DRUG-RELATED,19
TOMAS MONTEVERDE,2023-04-01,THEFT,11
SUAWAN,2023-04-01,ILLEGAL GAMBLING,10
40-D BOLTON ISLA,2023-04-01,HACKING,12
BUDA,2023-04-01,HACKING,7
TOMAS MONTEVERDE,2023-04-01,ILLEGAL POSSESSION OF FIREARMS,24
LAMANAN,2023-04-01,CYBER LIBEL,23
BAO ESCUELA,2023-04-01,ILLEGAL GAMBLING,21
SUBASTA,2023-04-01,PHYSICAL INJURY,17
VICENTE HIZON,2023-04-01,ONLINE SCAM,19
MARAPANGI,2023-04-01,ONLINE SCAM,3
MAGSAYSAY,2023-04-01,CARNAPPING,22
BUDA,2023-04-01,VANDALISM,10
GUMITAN,2023-04-01,CYBER LIBEL,21
WINES,2023-04-01,PHYSICAL INJURY,12
ANGALAN,2023-04-01,IDENTITY THEFT,11
TOMAS MONTEVERDE,2023-04-01,CARNAPPING,6
BAGO OSHIRO,2023-04-01,ILLEGAL POSSESSION OF FIREARMS,6
LOS AMIGOS,2023-05-01,MURDER,7
COMMUNAL,2023-05-01,ILLEGAL POSSESSION OF FIREARMS,6
NEW VALENCIA,2023-05-01,VANDALISM,20
BARANGAY 20-B,2023-05-01,CHILD ABUSE,18
SAN ISIDRO,2023-05-01,RAPE,2
DUMOY,2023-05-01,HOMICIDE,19
LASANG,2023-05-01,CYBER LIBEL,1
CALINAN,2023-05-01,THEFT,24
CARMEN,2023-05-01,MURDER,16
DUMOY,2023-05-01,PHYSICAL INJURY,10
TAMUGAN,2023-05-01,HACKING,11
BAO ESCUELA,2023-05-01,ILLEGAL POSSESSION OF FIREARMS,9
CARMEN,2023-05-01,MURDER,12
BARANGAY 10-A,2023-05-01,CYBER LIBEL,9
BAYABAS,2023-05-01,RAPE,17
BUNAWAN,2023-05-01,ONLINE SCAM,4
MAA,2023-05-01,HACKING,1
LAPU-LAPU,2023-05-01,HACKING,20
BARANGAY 39-D,2023-05-01,DRUG-RELATED,11
TUGBOK,2023-05-01,IDENTITY THEFT,7
PAMPANGA,2023-05-01,MURDER,17
BARANGAY 5-A,2023-05-01,THEFT,22
WAAN,2023-05-01,DRUG-RELATED,17
INDANGAN,2023-05-01,CHILD ABUSE,12
WANGAN,2023-05-01,ROBBERY,17
SALAPAWAN,2023-05-01,ONLINE SCAM,23
LAPU-LAPU,2023-05-01,ONLINE SCAM,8
BARANGAY 9-A,2023-05-01,MURDER,3
40-D BOLTON ISLA,2023-05-01,IDENTITY THEFT,1
BARANGAY 2-A,2023-05-01,MURDER,20
BINUGAO,2023-05-01,ONLINE SCAM,22
CATALUNAN GRANDE,2023-05-01,VANDALISM,15
BINUGAO,2023-05-01,MURDER,15
TORIL,2023-05-01,ROBBERY,12
ULAS,2023-05-01,DRUG-RELATED,2
MAA,2023-05-01,VANDALISM,5
MANDUG,2023-05-01,CARNAPPING,13
ALAMBRE,2023-05-01,THEFT,10
ULAS,2023-05-01,RAPE,3
BARANGAY 22-C,2023-05-01,CARNAPPING,19
BAGANIHAN,2023-05-01,CARNAPPING,7
BALENGAENG,2023-05-01,HOMICIDE,11
BARANGAY 2-A,2023-05-01,CHILD ABUSE,2
SALAYSAY,2023-05-01,THEFT,16
TAMUGAN,2023-05-01,ILLEGAL POSSESSION OF FIREARMS,22
BAYABAS,2023-05-01,BURGLARY,6
TORIL,2023-05-01,CYBER LIBEL,8
BARANGAY 9-A,2023-05-01,PHYSICAL INJURY,23
40-D BOLTON ISLA,2023-05-01,RAPE,3
GUMITAN,2023-05-01,ROBBERY,17
CALINAN,2023-05-01,DRUG-RELATED,23
SANTO NINO,2023-05-01,ILLEGAL POSSESSION OF FIREARMS,15
PACIANO BANGOY,2023-05-01,ILLEGAL POSSESSION OF FIREARMS,7
CABANTIAN,2023-05-01,CYBER LIBEL,8
AGDAO PROPER,2023-05-01,HACKING,23
LAMANAN,2023-05-01,DRUG-RELATED,23
TUGBOK,2023-05-01,RAPE,12
TAMAYONG,2023-05-01,ILLEGAL POSSESSION OF FIREARMS,22
MAPI-ILA,2023-05-01,ILLEGAL GAMBLING,23
TAMAYONG,2023-05-01,CYBER LIBEL,15
DUTERTE,2023-05-01,IDENTITY THEFT,23
MATINA APLAYA,2023-05-01,HOMICIDE,22
BARANGAY 39-D,2023-05-01,ONLINE SCAM,10
LOS AMIGOS,2023-05-01,ILLEGAL POSSESSION OF FIREARMS,4
MAGSAYSAY,2023-05-01,CYBER LIBEL,24
MATINA CROSSING,2023-05-01,CHILD ABUSE,9
SAN ANTONIO,2023-05-01,HACKING,10
TOMAS MONTEVERDE,2023-05-01,CARNAPPING,23
BARANGAY 14-B,2023-05-01,HACKING,19
MAPI-ILA,2023-05-01,HOMICIDE,23
BARANGAY 20-B,2023-06-01,RAPE,14
BAO ESCUELA,2023-06-01,RAPE,10
DUMOY,2023-06-01,RAPE,9
BUHANGIN,2023-06-01,CYBER LIBEL,16
BARANGAY 11-A,2023-06-01,MURDER,11
MATINA CROSSING,2023-06-01,IDENTITY THEFT,8
MANDUG,2023-06-01,ILLEGAL POSSESSION OF FIREARMS,13
PAMPANGA,2023-06-01,ROBBERY,2
BARANGAY 18-B,2023-06-01,BURGLARY,20
CENTRO SAN JUAN,2023-06-01,VANDALISM,20
TALOMO RIVER,2023-06-01,DRUG-RELATED,14
TAMBOBONG,2023-06-01,ROBBERY,9
TALANDANG,2023-06-01,MURDER,4
MINTAL,2023-06-01,THEFT,9
BARANGAY 19-B,2023-06-01,CYBER LIBEL,19
BARANGAY 22-C,2023-06-01,PHYSICAL INJURY,3
SASA,2023-06-01,DRUG-RELATED,24
BALIOK,2023-06-01,HOMICIDE,13
BARANGAY 32-D,2023-06-01,ILLEGAL GAMBLING,2
MARILOG,2023-06-01,ONLINE SCAM,6
DUTERTE,2023-06-01,CARNAPPING,22
VICENTE HIZON,2023-06-01,BURGLARY,12
BARANGAY 28-C,2023-06-01,BURGLARY,11
BAGUIO PROPER,2023-06-01,HOMICIDE,13
MAA,2023-06-01,PHYSICAL INJURY,14
CATALUNAN PEQUENO,2023-06-01,ILLEGAL POSSESSION OF FIREARMS,13
COMMUNAL,2023-06-01,RAPE,23
MARAPANGI,2023-06-01,THEFT,2
SASA,2023-06-01,MURDER,19
74-A MATINA CROSSING,2023-06-01,PHYSICAL INJURY,20
MAGSAYSAY,2023-06-01,ILLEGAL GAMBLING,21
BAYABAS,2023-06-01,VANDALISM,2
BARANGAY 26-C,2023-06-01,PHYSICAL INJURY,16
ACACIA,2023-06-01,RAPE,13
ALAMBRE,2023-06-01,ILLEGAL GAMBLING,23
MAPI-ILA,2023-06-01,CHILD ABUSE,9
SALOY,2023-06-01,HACKING,20
TACUNAN,2023-06-01,PHYSICAL INJURY,9
BAYABAS,2023-06-01,DRUG-RELATED,7
TOMAS MONTEVERDE,2023-06-01,CHILD ABUSE,20
BARANGAY 5-A,2023-06-01,PHYSICAL INJURY,19
BARANGAY 38-D,2023-06-01,ONLINE SCAM,21
VICENTE HIZON,2023-06-01,ROBBERY,10
CATIGAN,2023-06-01,ILLEGAL GAMBLING,17
74-A MATINA CROSSING,2023-06-01,THEFT,18
BARANGAY 3-A,2023-06-01,THEFT,22
TAMBOBONG,2023-06-01,PHYSICAL INJURY,2
MARAPANGI,2023-06-01,HOMICIDE,3
BUDA,2023-06-01,CYBER LIBEL,11
BAGANIHAN,2023-06-01,ILLEGAL GAMBLING,21
BARANGAY 20-B,2023-06-01,PHYSICAL INJURY,24
ALAMBRE,2023-06-01,ONLINE SCAM,12
ANGALAN,2023-06-01,ROBBERY,9
TALOMO,2023-06-01,THEFT,3
CATIGAN,2023-06-01,RAPE,20
MALABOG,2023-06-01,ILLEGAL POSSESSION OF FIREARMS,15
TAMUGAN,2023-06-01,RAPE,15
TIBUNGCO,2023-06-01,ONLINE SCAM,5
WANGAN,2023-06-01,ILLEGAL POSSESSION OF FIREARMS,20
BUHANGIN,2023-06-01,CARNAPPING,4
AQUINO,2023-06-01,CARNAPPING,8
CATIGAN,2023-06-01,ILLEGAL POSSESSION OF FIREARMS,19
INDANGAN,2023-06-01,THEFT,9
DUMOY,2023-06-01,ROBBERY,4
BARANGAY 27-C,2023-06-01,HOMICIDE,1
PANACAN,2023-06-01,ONLINE SCAM,13
SIRIB,2023-06-01,RAPE,17
TOMAS MONTEVERDE,2023-06-01,ILLEGAL POSSESSION OF FIREARMS,15
SASA,2023-06-01,CHILD ABUSE,11
BARANGAY 26-C,2023-06-01,ROBBERY,20
MAGTUOD,2023-07-01,ONLINE SCAM,24
MALABOG,2023-07-01,CHILD ABUSE,12
BARANGAY 14-B,2023-07-01,VANDALISM,10
TACUNAN,2023-07-01,ILLEGAL POSSESSION OF FIREARMS,16
TAMUGAN,2023-07-01,VANDALISM,3
TIGATTO,2023-07-01,HOMICIDE,20
TAPAK,2023-07-01,ILLEGAL GAMBLING,13
40-D BOLTON ISLA,2023-07-01,BURGLARY,11
BARANGAY 19-B,2023-07-01,MURDER,2
MAPI-ILA,2023-07-01,HACKING,20
INDANGAN,2023-07-01,IDENTITY THEFT,4
CENTRO SAN JUAN,2023-07-01,ILLEGAL POSSESSION OF FIREARMS,23
40-D BOLTON ISLA,2023-07-01,ILLEGAL GAMBLING,18
CABANTIAN,2023-07-01,HOMICIDE,6
74-A MATINA CROSSING,2023-07-01,CARNAPPING,2
MALABOG,2023-07-01,IDENTITY THEFT,18
BAGO APLAYA,2023-07-01,MURDER,14
CENTRO SAN JUAN,2023-07-01,CYBER LIBEL,14
BAO ESCUELA,2023-07-01,RAPE,9
GUMALANG,2023-07-01,MURDER,11
BUDA,2023-07-01,HACKING,6
TIBULOY,2023-07-01,RAPE,15
ILANG,2023-07-01,HACKING,22
LAPU-LAPU,2023-07-01,ROBBERY,9
SUAWAN,2023-07-01,DRUG-RELATED,16
EDEN,2023-07-01,RAPE,9
TUNGKALAN,2023-07-01,CARNAPPING,2
BUNAWAN,2023-07-01,MURDER,11
CABANTIAN,2023-07-01,RAPE,6
TAMAYONG,2023-07-01,HOMICIDE,5
LOS AMIGOS,2023-07-01,CARNAPPING,14
MULIG,2023-07-01,CARNAPPING,10
TAMBOBONG,2023-07-01,DRUG-RELATED,4
BARANGAY 2-A,2023-07-01,CYBER LIBEL,10
PACIANO BANGOY,2023-07-01,PHYSICAL INJURY,19
MINTAL,2023-07-01,CARNAPPING,8
CATALUNAN GRANDE,2023-07-01,HOMICIDE,13
BAGO GALLERA,2023-07-01,IDENTITY THEFT,15
BAGANIHAN,2023-07-01,CHILD ABUSE,19
DUMOY,2023-07-01,VANDALISM,7
MAA,2023-07-01,VANDALISM,17
MANDUG,2023-07-01,CYBER LIBEL,7
SUBASTA,2023-07-01,RAPE,12
SALAPAWAN,2023-07-01,IDENTITY THEFT,10
ULAS,2023-07-01,HOMICIDE,11
BARANGAY 5-A,2023-07-01,CARNAPPING,10
CENTRO SAN JUAN,2023-07-01,DRUG-RELATED,11
LASANG,2023-07-01,HOMICIDE,5
NEW VALENCIA,2023-07-01,VANDALISM,1
PANALUM,2023-07-01,CYBER LIBEL,5
BARANGAY 5-A,2023-07-01,DRUG-RELATED,8
CATALUNAN PEQUENO,2023-07-01,THEFT,18
BARANGAY 17-B,2023-07-01,ILLEGAL POSSESSION OF FIREARMS,22
BARANGAY 23-C,2023-07-01,CYBER LIBEL,21
BAGO APLAYA,2023-07-01,VANDALISM,7
MATINA PANGI,2023-07-01,IDENTITY THEFT,11
BARANGAY 18-B,2023-07-01,DRUG-RELATED,16
76-A BUCANA,2023-07-01,CYBER LIBEL,8
PACIANO BANGOY,2023-07-01,ILLEGAL GAMBLING,9
BARANGAY 39-D,2023-07-01,DRUG-RELATED,8
SALUMAY,2023-07-01,CYBER LIBEL,22
WAAN,2023-07-01,ONLINE SCAM,7
BARANGAY 3-A,2023-07-01,RAPE,7
BAGO GALLERA,2023-07-01,DRUG-RELATED,1
CATALUNAN GRANDE,2023-07-01,ILLEGAL POSSESSION OF FIREARMS,11
CARMEN,2023-07-01,BURGLARY,23
PAMPANGA,2023-07-01,CARNAPPING,10
TAPAK,2023-07-01,HOMICIDE,24
BALENGAENG,2023-07-01,THEFT,19
BARANGAY 38-D,2023-07-01,ILLEGAL GAMBLING,18
BARANGAY 32-D,2023-08-01,HOMICIDE,22
MAGSAYSAY,2023-08-01,HOMICIDE,24
BARANGAY 23-C,2023-08-01,HOMICIDE,15
CENTRO SAN JUAN,2023-08-01,VANDALISM,20
WAAN,2023-08-01,HACKING,3
TALANDANG,2023-08-01,DRUG-RELATED,14
WANGAN,2023-08-01,RAPE,14
TALOMO,2023-08-01,ONLINE SCAM,20
CATALUNAN GRANDE,2023-08-01,VANDALISM,12
BAGUIO PROPER,2023-08-01,CYBER LIBEL,2
MANUEL GUIANGA,2023-08-01,VANDALISM,8
SALAYSAY,2023-08-01,MURDER,7
MAGSAYSAY,2023-08-01,ILLEGAL POSSESSION OF FIREARMS,12
SALAYSAY,2023-08-01,RAPE,4
76-A BUCANA,2023-08-01,HOMICIDE,24
BARANGAY 23-C,2023-08-01,RAPE,5
BARANGAY 23-C,2023-08-01,VANDALISM,4
TALOMO,2023-08-01,IDENTITY THEFT,4
TIGATTO,2023-08-01,ONLINE SCAM,10
ULAS,2023-08-01,DRUG-RELATED,18
TIBULOY,2023-08-01,IDENTITY THEFT,8
SUAWAN,2023-08-01,MURDER,6
DUTERTE,2023-08-01,BURGLARY,7
SASA,2023-08-01,IDENTITY THEFT,19
MALABOG,2023-08-01,ILLEGAL GAMBLING,8
DUMOY,2023-08-01,ILLEGAL POSSESSION OF FIREARMS,8
SIRIB,2023-08-01,IDENTITY THEFT,2
PAMPANGA,2023-08-01,CARNAPPING,18
TAGURANO,2023-08-01,CHILD ABUSE,17
EDEN,2023-08-01,RAPE,16
TORIL,2023-08-01,ONLINE SCAM,10
ULAS,2023-08-01,ROBBERY,13
BARANGAY 37-D,2023-08-01,ONLINE SCAM,3
TALOMO RIVER,2023-08-01,VANDALISM,13
COMMUNAL,2023-08-01,MURDER,5
BARANGAY 17-B,2023-08-01,ROBBERY,1
EDEN,2023-08-01,HACKING,19
CARMEN,2023-08-01,VANDALISM,10
WAAN,2023-08-01,IDENTITY THEFT,13
BARANGAY 27-C,2023-08-01,HACKING,23
SASA,2023-08-01,HOMICIDE,3
BARANGAY 37-D,2023-08-01,DRUG-RELATED,5
PACIANO BANGOY,2023-08-01,HACKING,17
TALOMO RIVER,2023-08-01,PHYSICAL INJURY,3
BARANGAY 38-D,2023-08-01,CHILD ABUSE,13
FATIMA,2023-08-01,RAPE,5
TALANDANG,2023-08-01,THEFT,18
LUBOGAN,2023-08-01,HACKING,8
MARILOG,2023-08-01,CYBER LIBEL,14
CATIGAN,2023-08-01,ILLEGAL GAMBLING,23
LAMANAN,2023-08-01,CYBER LIBEL,13
INDANGAN,2023-08-01,MURDER,18
TIBULOY,2023-08-01,ILLEGAL POSSESSION OF FIREARMS,5
CENTRO SAN JUAN,2023-08-01,CARNAPPING,1
LOS AMIGOS,2023-08-01,ILLEGAL POSSESSION OF FIREARMS,10
BARANGAY 37-D,2023-08-01,CYBER LIBEL,13
BARANGAY 14-B,2023-08-01,CYBER LIBEL,15
BARANGAY 9-A,2023-08-01,ONLINE SCAM,24
BINUGAO,2023-08-01,CARNAPPING,5
TAMUGAN,2023-08-01,PHYSICAL INJURY,12
ALFONSO ANGLIONGTO SR,2023-08-01,IDENTITY THEFT,1
TAPAK,2023-08-01,ILLEGAL GAMBLING,14
MANDUG,2023-08-01,ROBBERY,17
NEW VALENCIA,2023-08-01,ILLEGAL GAMBLING,5
VICENTE HIZON,2023-08-01,RAPE,6
BARANGAY 26-C,2023-08-01,RAPE,14
BAGO OSHIRO,2023-08-01,CARNAPPING,10
MANUEL GUIANGA,2023-08-01,DRUG-RELATED,3
MANDUG,2023-08-01,MURDER,8
PACIANO BANGOY,2023-08-01,MURDER,2
BARANGAY 23-C,2023-09-01,ILLEGAL POSSESSION OF FIREARMS,11
BARANGAY 39-D,2023-09-01,CARNAPPING,20
TAPAK,2023-09-01,IDENTITY THEFT,6
MALABOG,2023-09-01,THEFT,21
TOMAS MONTEVERDE,2023-09-01,ILLEGAL POSSESSION OF FIREARMS,16
40-D BOLTON ISLA,2023-09-01,CHILD ABUSE,19
COMMUNAL,2023-09-01,CYBER LIBEL,3
LAMANAN,2023-09-01,BURGLARY,10
GUMITAN,2023-09-01,ROBBERY,21
BARANGAY 5-A,2023-09-01,MURDER,6
BARANGAY 32-D,2023-09-01,PHYSICAL INJURY,10
LIZADA,2023-09-01,MURDER,15
MAPI-ILA,2023-09-01,HACKING,24
MARAPANGI,2023-09-01,ILLEGAL GAMBLING,23
ALFONSO ANGLIONGTO SR,2023-09-01,ILLEGAL POSSESSION OF FIREARMS,14
BAO ESCUELA,2023-09-01,HACKING,2
BARANGAY 28-C,2023-09-01,HACKING,17
ULAS,2023-09-01,ILLEGAL GAMBLING,24
TAGURANO,2023-09-01,BURGLARY,15
MABUHAY,2023-09-01,CYBER LIBEL,7
BARANGAY 26-C,2023-09-01,ONLINE SCAM,4
76-A BUCANA,2023-09-01,BURGLARY,16
BARANGAY 3-A,2023-09-01,HOMICIDE,3
AQUINO,2023-09-01,ONLINE SCAM,12
MAGSAYSAY,2023-09-01,ONLINE SCAM,12
TAGURANO,2023-09-01,ROBBERY,19
BAGO OSHIRO,2023-09-01,ILLEGAL GAMBLING,23
TIBUNGCO,2023-09-01,THEFT,1
PANACAN,2023-09-01,CHILD ABUSE,6
TIBULOY,2023-09-01,PHYSICAL INJURY,13
BARANGAY 20-B,2023-09-01,BURGLARY,20
BALIOK,2023-09-01,ILLEGAL POSSESSION OF FIREARMS,24
LASANG,2023-09-01,CHILD ABUSE,7
MANUEL GUIANGA,2023-09-01,BURGLARY,6
BARANGAY 18-B,2023-09-01,RAPE,11
BUDA,2023-09-01,CYBER LIBEL,22
MANUEL GUIANGA,2023-09-01,CYBER LIBEL,4
MAHAYAG,2023-09-01,MURDER,9
MARAPANGI,2023-09-01,VANDALISM,16
MATINA CROSSING,2023-09-01,THEFT,23
LIZADA,2023-09-01,PHYSICAL INJURY,1
COMMUNAL,2023-09-01,ONLINE SCAM,18
BAYABAS,2023-09-01,ONLINE SCAM,20
TIBULOY,2023-09-01,CARNAPPING,21
MANUEL GUIANGA,2023-09-01,VANDALISM,7
SALUMAY,2023-09-01,THEFT,24
BAYABAS,2023-09-01,ONLINE SCAM,13
ALFONSO ANGLIONGTO SR,2023-09-01,CARNAPPING,22
ALFONSO ANGLIONGTO SR,2023-09-01,MURDER,4
LASANG,2023-09-01,RAPE,14
LAPU-LAPU,2023-09-01,PHYSICAL INJURY,24
LAPU-LAPU,2023-09-01,HOMICIDE,22
AQUINO,2023-09-01,CYBER LIBEL,19
BALIOK,2023-09-01,BURGLARY,6
BARANGAY 13-B,2023-09-01,PHYSICAL INJURY,21
PANACAN,2023-09-01,MURDER,7
TUGBOK,2023-09-01,MURDER,9
CABANTIAN,2023-09-01,RAPE,8
TIBULOY,2023-09-01,MURDER,17
BAO JOAQUIN,2023-09-01,THEFT,16
TORIL,2023-09-01,THEFT,3
ALAMBRE,2023-09-01,HACKING,22
LAMANAN,2023-09-01,MURDER,11
MAGSAYSAY,2023-09-01,IDENTITY THEFT,18
